문서개수	500
적용	NNGJ	4.418840607796598
더하	VV	4.418840607796598
ㄴ	NNG	4.418840607796598
변화	NNGJ	4.418840607796598
둘째	NR	4.418840607796598
영어	NNGJ	4.418840607796598
동	NNG	4.418840607796598
서	NR	4.418840607796598
인정	NNG	4.418840607796598
줄이	VV	4.418840607796598
립	NNG	4.418840607796598
문서	NNGJ	4.418840607796598
대로	JX	4.418840607796598
그리하	VV	4.418840607796598
나타나	VV	4.418840607796598
관형사	NNG	4.418840607796598
과거	NNGJ	4.418840607796598
별	NNG	4.418840607796598
어로	NNG	4.418840607796598
맡	VV	4.418840607796598
혹시	MAG	4.418840607796598
받침	NNG	4.418840607796598
된소리	NNGJ	4.418840607796598
씨	NNB	4.418840607796598
어법	NNGJ	4.418840607796598
파생어	NNG	4.418840607796598
한국	NNG	4.418840607796598
까지	JX	4.418840607796598
만	NNBJ	4.418840607796598
서	VV	4.418840607796598
비	NNG	4.418840607796598
나라	NNGJ	4.418840607796598
위하	VV	4.418840607796598
기억	NNG	4.418840607796598
그대로	MAG	4.418840607796598
요가	NNG	4.418840607796598
하	NNG	4.418840607796598
보다	MAG	4.418840607796598
lt	OL	4.418840607796598
포함	NNG	4.418840607796598
용	NNG	4.418840607796598
한자어	NNG	4.418840607796598
함께	MAGJ	4.418840607796598
대사전	NNG	4.418840607796598
올리	VV	4.418840607796598
방송	NNGJ	4.418840607796598
입	VV	4.418840607796598
준	NNG	4.418840607796598
지금	NNGJ	4.418840607796598
돕	VV	4.418840607796598
간	NNG	4.418840607796598
공부	NNG	4.418840607796598
마침표	NNGJ	4.418840607796598
곳	NNGJ	4.418840607796598
백	NR	4.418840607796598
피	NNGJ	4.418840607796598
결합	NNG	4.418840607796598
두	VXV	4.418840607796598
바꾸	VV	4.418840607796598
자음	NNGJ	4.418840607796598
니	NP	4.418840607796598
달리	MAG	4.418840607796598
오늘	NNG	4.418840607796598
이러하	VV	4.418840607796598
피동	NNGJ	4.418840607796598
대신	NNP	4.418840607796598
자체	NNGJ	4.418840607796598
끝	NNB	4.2626798770413155
바라	VV	4.2626798770413155
마다	JX	4.2626798770413155
년	NNM	4.2626798770413155
넣	VV	4.2626798770413155
필요	NNGJ	4.2626798770413155
즉	MAG	4.2626798770413155
모음	NNGJ	4.2626798770413155
제	NNG	4.2626798770413155
무슨	MDT	4.2626798770413155
크	VA	4.2626798770413155
원칙	NNG	4.2626798770413155
터	NNB	4.2626798770413155
세	MDN	4.2626798770413155
밖	NNG	4.2626798770413155
인가	NNG	4.2626798770413155
활용	NNG	4.2626798770413155
중복	NNG	4.2626798770413155
네	MDN	4.2626798770413155
낫	VV	4.2626798770413155
정의	NNG	4.2626798770413155
말로	NNGJ	4.2626798770413155
실리	VV	4.2626798770413155
허용	NNG	4.2626798770413155
이상	NNG	4.2626798770413155
안되	VA	4.2626798770413155
등재	NNG	4.2626798770413155
가지	VV	4.2626798770413155
사	VV	4.2626798770413155
풀이	NNGJ	4.2626798770413155
성	NNGJ	4.2626798770413155
이해	NNGJ	4.2626798770413155
갈	VV	4.2626798770413155
이용	NNG	4.2626798770413155
용례	NNG	4.2626798770413155
적	NNGJ	4.2626798770413155
밖에	JXJ	4.2626798770413155
어떻게	MAG	4.2626798770413155
세	NNG	4.2626798770413155
사용하	VV	4.2626798770413155
그때	NNG	4.2626798770413155
이에	MAG	4.2626798770413155
궁금하	VA	4.2626798770413155
없이	MAG	4.2626798770413155
대로	NNB	4.2626798770413155
번째	NNBJ	4.2626798770413155
고맙	VA	4.2626798770413155
뜻하	VV	4.2626798770413155
글자	NNGJ	4.2626798770413155
달	VV	4.2626798770413155
이루어지	VV	4.2626798770413155
원래	NNG	4.2626798770413155
형	NNGJ	4.127134385045092
우리말	NNGJ	4.127134385045092
식	NNBJ	4.127134385045092
알리	VV	4.127134385045092
규정	NNG	4.127134385045092
시간	NNG	4.127134385045092
일본	NNG	4.127134385045092
들어가	VV	4.127134385045092
만들	VV	4.127134385045092
또는	MAG	4.127134385045092
우리나라	NNGJ	4.127134385045092
외국인	NNGJ	4.127134385045092
리	NNGJ	4.127134385045092
어색	NNG	4.127134385045092
느낌	NNGJ	4.127134385045092
관하	VV	4.127134385045092
차	NNMJ	4.127134385045092
서로	MAG	4.127134385045092
이때	NNGJ	4.127134385045092
듯하	VXA	4.127134385045092
느	VV	4.127134385045092
다	NNG	4.127134385045092
해당	NNG	4.127134385045092
요	NNG	4.127134385045092
맞히	VV	4.127134385045092
일본어	NNGJ	4.127134385045092
이야기	NNGJ	4.127134385045092
자연	NNG	4.127134385045092
따위	NNBJ	4.127134385045092
마	NNG	4.127134385045092
안	NNGJ	4.127134385045092
친구	NNGJ	4.127134385045092
저	MDT	4.127134385045092
항	NNGJ	4.127134385045092
미	NNGJ	4.127134385045092
국	NNGJ	4.127134385045092
오	NNG	4.127134385045092
어원	NNG	4.007333185232471
모두	NNG	4.007333185232471
여쭈	VV	4.007333185232471
보다	JKM	4.007333185232471
로서	JKM	4.007333185232471
부사	NNGJ	4.007333185232471
끝나	VV	4.007333185232471
놓	VXV	4.007333185232471
자주	MAG	4.007333185232471
보조	NNG	4.007333185232471
도	NNG	4.007333185232471
이런	MDT	4.007333185232471
한	NNG	4.007333185232471
인터넷	NNGJ	4.007333185232471
문법적	NNGJ	4.007333185232471
내	NNGJ	4.007333185232471
가지	NNB	4.007333185232471
구별	NNG	4.007333185232471
그	VV	4.007333185232471
하면	NNP	4.007333185232471
접미사	NNGJ	4.007333185232471
아	VV	4.007333185232471
용어	NNG	4.007333185232471
받	VV	3.912023005428146
관련	NNG	3.912023005428146
첫	MDT	3.912023005428146
만약	NNGJ	3.912023005428146
쓰임	NNG	3.912023005428146
길	NNG	3.912023005428146
이것	NP	3.912023005428146
그것	NPJ	3.912023005428146
국어사전	NNG	3.912023005428146
그래서	MAG	3.912023005428146
먹	VV	3.912023005428146
어디	NPJ	3.912023005428146
보이	VV	3.912023005428146
분	NNGJ	3.912023005428146
어간	NNG	3.912023005428146
표기법	NNGJ	3.912023005428146
가르치	VV	3.912023005428146
용언	NNGJ	3.912023005428146
뭐	NPJ	3.912023005428146
점	NNG	3.912023005428146
아	NNG	3.912023005428146
기준	NNGJ	3.912023005428146
부르	VV	3.912023005428146
부터	JX	3.8066624897703196
형태	NNG	3.8066624897703196
혹은	MAG	3.8066624897703196
그냥	MAG	3.8066624897703196
기사	NNG	3.8066624897703196
부	NNGJ	3.8066624897703196
준말	NNG	3.8066624897703196
줄	NNG	3.8066624897703196
어	NNG	3.8066624897703196
부탁	NNG	3.8066624897703196
일	VV	3.8066624897703196
학교	NNG	3.8066624897703196
보통	NNG	3.8066624897703196
모두	MAG	3.8066624897703196
인	NNG	3.8066624897703196
위의	NNG	3.713572066704308
3	NR	3.713572066704308
합성어	NNGJ	3.713572066704308
잘못	NNG	3.713572066704308
대	NNG	3.713572066704308
신문	NNGJ	3.713572066704308
이름	NNG	3.713572066704308
바르	VA	3.713572066704308
외래어	NNG	3.713572066704308
을	NNG	3.713572066704308
번	NNB	3.713572066704308
지	NNBJ	3.713572066704308
gt	OL	3.713572066704308
고치	VV	3.713572066704308
집	NNGJ	3.713572066704308
쪽	NNBJ	3.713572066704308
소리	NNGJ	3.6375861597263857
로마자	NNG	3.6375861597263857
개	NP	3.6375861597263857
기	NNG	3.6375861597263857
문	NNGJ	3.6375861597263857
좋	VA	3.6375861597263857
많이	MAG	3.6375861597263857
조사	NNGJ	3.6375861597263857
구분	NNG	3.6375861597263857
사이	NNG	3.6375861597263857
말하	VV	3.6375861597263857
감사	NNG	3.6375861597263857
다라	NNGJ	3.6375861597263857
들	VV	3.6375861597263857
많	VA	3.6375861597263857
나타내	VV	3.6375861597263857
시	NNG	3.5553480614894135
문의	NNG	3.5553480614894135
동사	NNGJ	3.5553480614894135
찾	VV	3.5553480614894135
이렇게	MAG	3.5553480614894135
그럼	MAG	3.5553480614894135
에	VV	3.5553480614894135
답변	NNG	3.5553480614894135
부분	NNGJ	3.5553480614894135
아래	NNG	3.5553480614894135
올바르	VA	3.4965075614664802
맞춤법	NNGJ	3.4965075614664802
옳	VA	3.4965075614664802
자	NNG	3.4965075614664802
건	NNM	3.4965075614664802
그	NPJ	3.4965075614664802
적	VV	3.4965075614664802
뭔	MDT	3.4339872044851463
글	NNG	3.4339872044851463
다른	MDT	3.4339872044851463
더	MAG	3.4339872044851463
문제	NNGJ	3.4339872044851463
그런데	MAG	3.4339872044851463
어미	NNGJ	3.367295829986474
표준어	NNG	3.367295829986474
못	MAG	3.367295829986474
예문	NNG	3.367295829986474
나	NPJ	3.367295829986474
보기	NNG	3.367295829986474
못하	VX	3.367295829986474
따르	VV	3.367295829986474
늘	VV	3.367295829986474
나	VXV	3.367295829986474
읽	VV	3.367295829986474
검색	NNG	3.367295829986474
좀	MAG	3.367295829986474
어	VV	3.295836866004329
사	NNGJ	3.295836866004329
은	NNG	3.295836866004329
때문	NNB	3.258096538021482
처럼	JKM	3.258096538021482
차이점	NNGJ	3.258096538021482
지	VXV	3.258096538021482
가능	NNG	3.258096538021482
잘	MAG	3.258096538021482
요	JX	3.258096538021482
같이	MAG	3.2188758248682006
나	JC	3.2188758248682006
다의	NNG	3.2188758248682006
과	NNG	3.2188758248682006
대사	NNG	3.1354942159291497
에게	JKM	3.1354942159291497
예	NNGJ	3.1354942159291497
왜	MAG	3.1354942159291497
이유	NNGJ	3.1354942159291497
이렇	VA	3.1354942159291497
위	NNG	3.1354942159291497
책	NNGJ	3.1354942159291497
정확	NNG	3.091042453358316
헷갈리	VV	3.091042453358316
붙	VV	3.091042453358316
한글	NNG	3.091042453358316
가	NNG	3.091042453358316
어떠	VV	3.091042453358316
또	MAG	3.091042453358316
이나	JC	3.044522437723423
찾아보	VV	3.044522437723423
여기	NPJ	3.044522437723423
등	NNGJ	2.995732273553991
설명	NNG	2.995732273553991
우리	NNGJ	2.995732273553991
그리고	MAG	2.995732273553991
다음	NNG	2.995732273553991
라	NNG	2.995732273553991
표준	NNG	2.995732273553991
일	NNG	2.995732273553991
한	MDN	2.9444389791664403
데	NNB	2.9444389791664403
다르	VA	2.9444389791664403
전	NNGJ	2.9444389791664403
명사	NNG	2.8903717578961645
거	NNB	2.8903717578961645
뒤	NNGJ	2.8903717578961645
서	JKM	2.8903717578961645
저	NPJ	2.833213344056216
앞	NNGJ	2.772588722239781
띄어쓰기	NNG	2.772588722239781
모르	VV	2.772588722239781
로	NNG	2.70805020110221
생각	NNG	2.70805020110221
틀리	VV	2.70805020110221
띄	VV	2.70805020110221
국어	NNG	2.70805020110221
2	NR	2.6390573296152584
가요	NNG	2.6390573296152584
만	JX	2.6390573296152584
차이	NNGJ	2.6390573296152584
안	MAG	2.6390573296152584
의	NNGJ	2.5649493574615367
사람	NNGJ	2.5649493574615367
다	MAG	2.5649493574615367
드리	VV	2.5649493574615367
하나	NR	2.5649493574615367
질문	NNG	2.5649493574615367
쓰이	VV	2.5649493574615367
발음	NNG	2.5649493574615367
어떤	MDT	2.4849066497880004
이	MDT	2.4849066497880004
둘	NNG	2.4849066497880004
그렇	VA	2.4849066497880004
듣	VV	2.4849066497880004
하다	NNPJ	2.4849066497880004
1	NR	2.3978952727983707
무엇	NP	2.3978952727983707
그러	VV	2.3978952727983707
붙이	VV	2.3978952727983707
두	MDN	2.3978952727983707
표기	NNG	2.302585092994046
그	MDT	2.302585092994046
의미	NNGJ	2.302585092994046
사전	NNGJ	2.302585092994046
문장	NNGJ	2.302585092994046
대하	VV	2.302585092994046
뜻	NNGJ	2.302585092994046
단어	NNGJ	2.1972245773362196
나오	VV	2.1972245773362196
가	VV	2.1972245773362196
싶	VXA	2.0794415416798357
사용	NNG	2.0794415416798357
어느	MDT	2.0794415416798357
이	NP	2.0794415416798357
중	NNBJ	1.9459101490553132
경우	NNGJ	1.9459101490553132
와	JC	1.9459101490553132
오	VV	1.9459101490553132
없	VA	1.9459101490553132
수	NNB	1.9459101490553132
주	VXV	1.791759469228055
같	VA	1.791759469228055
어떻	VA	1.791759469228055
과	JC	1.791759469228055
말	NNGJ	1.791759469228055
않	VXV	1.791759469228055
도	JX	1.6094379124341003
아니	VV	1.6094379124341003
라고	JX	1.6094379124341003
표현	NNG	1.6094379124341003
때	NNG	1.6094379124341003
보	VV	1.6094379124341003
알	VV	1.3862943611198906
은	JX	1.3862943611198906
으로	JKM	1.0986122886681098
에서	JKM	1.0986122886681098
쓰	VV	1.0986122886681098
로	JKM	1.0986122886681098
되	VV	1.0986122886681098
에	JKM	0.6931471805599453
를	JKO	0.6931471805599453
하	VV	0.6931471805599453
맞	VV	0.6931471805599453
의	JKG	0.6931471805599453
있	VV	0.6931471805599453
가	JKS	0.6931471805599453
는	JX	0.6931471805599453
을	JKO	0.6931471805599453
것	NNBJ	0.0
이	JKS	0.0
이	VCP	0.0
